,0
2850,466
2851,883
2852,1024
2853,996
2854,1293
2855,1131
2856,917
2857,1031
2858,1236
2859,1039
2860,18
2861,901
2862,664
2863,824
2864,761
2865,1114
2866,34
2867,1059
2868,246
2869,619
2870,330
2871,535
2872,318
2873,317
2874,1241
2875,877
2876,979
2877,1057
2878,501
2879,816
2880,1301
2881,397
2882,170
2883,642
2884,1145
2885,305
2886,481
2887,1120
2888,553
2889,1030
2890,873
2891,406
2892,258
2893,273
2894,853
2895,701
2896,960
2897,236
2898,413
2899,430
2900,530
2901,221
2902,1131
2903,854
2904,553
2905,1132
2906,962
2907,1215
2908,824
2909,1037
2910,208
2911,847
2912,648
2913,1059
2914,858
2915,1266
2916,752
2917,404
2918,782
2919,1161
2920,838
2921,1014
2922,1110
2923,1183
2924,1109
2925,474
2926,287
2927,981
2928,206
2929,271
2930,282
2931,580
2932,500
2933,68
2934,1005
2935,1194
2936,807
2937,391
2938,1216
2939,902
2940,879
2941,355
2942,207
2943,993
2944,651
2945,127
2946,1215
2947,348
2948,226
2949,1248
2950,501
2951,173
2952,125
2953,1003
2954,177
2955,946
2956,851
2957,1027
2958,1156
2959,258
2960,44
2961,1078
2962,522
2963,200
2964,77
2965,48
2966,720
2967,971
2968,82
2969,910
2970,963
2971,411
2972,9
2973,618
2974,473
2975,1091
2976,130
2977,1087
2978,394
2979,22
2980,451
2981,1192
2982,445
2983,898
2984,1016
2985,375
2986,837
2987,862
2988,928
2989,875
2990,187
2991,654
2992,478
2993,121
2994,959
2995,598
2996,1152
2997,343
2998,124
2999,945
3000,1205
3001,1206
3002,511
3003,1010
3004,29
3005,829
3006,48
3007,700
3008,564
3009,1050
3010,406
3011,439
3012,92
3013,185
3014,531
3015,318
3016,97
3017,238
3018,8
3019,94
3020,15
3021,362
3022,397
3023,165
3024,735
3025,393
3026,454
3027,231
3028,431
3029,505
3030,312
3031,88
3032,151
3033,291
3034,1013
3035,302
3036,85
3037,95
3038,243
3039,155
3040,435
3041,678
3042,581
3043,353
3044,149
3045,570
3046,989
3047,193
3048,985
3049,1039
3050,1260
3051,126
3052,427
3053,88
3054,1214
3055,1299
3056,495
3057,825
3058,951
3059,732
3060,480
3061,987
3062,331
3063,1139
3064,103
3065,420
3066,77
3067,516
3068,730
3069,519
3070,454
3071,338
3072,67
3073,12
3074,59
3075,189
3076,399
3077,34
3078,918
3079,348
3080,875
3081,154
3082,404
3083,1319
3084,510
3085,679
3086,1316
3087,1049
3088,625
3089,1211
3090,854
3091,6
3092,372
3093,976
3094,917
3095,757
3096,470
3097,236
3098,767
3099,2
3100,330
3101,1266
3102,1144
3103,890
3104,126
3105,222
3106,1234
3107,523
3108,1007
3109,71
3110,271
3111,245
3112,767
3113,533
3114,589
3115,833
3116,1157
3117,296
3118,582
3119,314
3120,771
3121,1317
3122,1288
3123,347
3124,296
3125,907
3126,759
3127,808
3128,934
3129,1097
3130,1009
3131,262
3132,704
3133,1050
3134,481
3135,1222
3136,58
3137,288
3138,1063
3139,571
3140,436
3141,1258
3142,255
3143,1322
3144,85
3145,228
3146,427
3147,812
3148,809
3149,7
3150,155
3151,71
3152,1032
3153,589
3154,1138
3155,318
3156,581
3157,724
3158,494
3159,1263
3160,855
3161,123
3162,620
3163,1109
3164,1319
3165,1229
3166,372
3167,790
3168,1243
3169,1276
3170,310
3171,226
3172,981
3173,621
3174,260
3175,687
3176,442
3177,1269
3178,1075
3179,833
3180,567
3181,780
3182,879
3183,639
3184,1047
3185,537
3186,80
3187,1146
3188,501
3189,444
3190,16
3191,1032
3192,1113
3193,1118
3194,615
3195,1166
3196,110
3197,903
3198,146
3199,1030
3200,816
3201,266
3202,438
3203,655
3204,825
3205,774
3206,347
3207,633
3208,694
3209,1304
3210,491
3211,1091
3212,83
3213,1265
3214,450
3215,991
3216,373
3217,1255
3218,4
3219,713
3220,888
3221,234
3222,739
3223,1266
3224,346
3225,540
3226,649
3227,1140
3228,358
3229,604
3230,1131
3231,893
3232,655
3233,19
3234,855
3235,446
3236,80
3237,573
3238,1113
3239,494
3240,485
3241,62
3242,100
3243,483
3244,1017
3245,345
3246,242
3247,250
3248,922
3249,452
3250,151
3251,412
3252,75
3253,941
3254,473
3255,209
3256,576
3257,962
3258,362
3259,1218
3260,78
3261,819
3262,366
3263,499
3264,1316
3265,1218
3266,495
3267,856
3268,507
3269,793
3270,1039
3271,636
3272,106
3273,586
3274,1003
3275,1004
3276,514
3277,115
3278,373
3279,303
3280,924
3281,388
3282,1238
3283,780
3284,1001
3285,263
3286,846
3287,964
3288,420
3289,638
3290,495
3291,1023
3292,205
3293,809
3294,392
3295,944
3296,160
3297,965
3298,1065
3299,314
3300,445
3301,288
3302,880
3303,621
3304,748
3305,259
3306,1039
3307,46
3308,1030
3309,1212
3310,643
3311,690
3312,1028
3313,447
3314,1204
3315,268
3316,300
3317,1187
3318,215
3319,36
3320,907
3321,301
3322,212
3323,531
3324,529
3325,631
3326,565
3327,530
3328,102
3329,292
3330,92
3331,45
3332,501
3333,61
3334,929
3335,157
3336,39
3337,826
3338,448
3339,839
3340,167
3341,831
3342,1057
3343,172
3344,720
3345,1258
3346,999
3347,920
3348,659
3349,438
3350,186
3351,691
3352,968
3353,1014
3354,551
3355,65
3356,131
3357,632
3358,1026
3359,752
3360,367
3361,501
3362,132
3363,1103
3364,583
3365,235
3366,127
3367,810
3368,1151
3369,1271
3370,375
3371,552
3372,924
3373,444
3374,327
3375,232
3376,1322
3377,1210
3378,824
3379,1050
3380,724
3381,1131
3382,771
3383,20
3384,909
3385,381
3386,1175
3387,507
3388,464
3389,1008
3390,408
3391,218
3392,1053
3393,583
3394,570
3395,897
3396,122
3397,1076
3398,1072
3399,184
3400,1329
3401,283
3402,881
3403,90
3404,626
3405,93
3406,594
3407,299
3408,294
3409,619
3410,279
3411,287
3412,1096
3413,961
3414,335
3415,843
3416,472
3417,1023
3418,345
3419,401
3420,1179
3421,1203
3422,14
3423,861
3424,790
3425,12
3426,45
3427,882
3428,901
3429,307
3430,356
3431,809
3432,52
3433,159
3434,403
3435,1214
3436,702
3437,143
3438,84
3439,238
3440,309
3441,522
3442,420
3443,1079
3444,182
3445,999
3446,1249
3447,1172
3448,965
3449,455
3450,625
3451,115
3452,1166
3453,999
3454,294
3455,535
3456,1237
3457,1161
3458,643
3459,1124
3460,968
3461,1226
3462,885
3463,205
3464,692
3465,211
3466,620
3467,309
3468,794
3469,601
3470,172
3471,704
3472,324
3473,604
3474,943
3475,1221
3476,876
3477,367
3478,868
3479,973
3480,1170
3481,125
3482,186
3483,1223
3484,150
3485,600
3486,678
3487,1155
3488,85
3489,1183
3490,1093
3491,314
3492,1164
3493,875
3494,30
3495,1276
3496,440
3497,198
3498,1128
3499,750
3500,143
3501,746
3502,197
3503,502
3504,1052
3505,28
3506,544
3507,1057
3508,965
3509,262
3510,924
3511,70
3512,851
3513,605
3514,1271
3515,496
3516,1058
3517,169
3518,49
3519,603
3520,883
3521,291
3522,191
3523,990
3524,139
3525,659
3526,1206
3527,462
3528,642
3529,227
3530,1320
3531,428
3532,618
3533,249
3534,688
3535,548
3536,317
3537,764
3538,1203
3539,1292
3540,997
3541,430
3542,955
3543,16
3544,326
3545,155
3546,906
3547,1106
3548,833
3549,123
3550,299
3551,428
3552,1105
3553,809
3554,291
3555,1205
3556,439
3557,1169
3558,568
3559,105
3560,565
3561,486
3562,702
3563,51
3564,1317
3565,775
3566,503
3567,1109
3568,268
3569,409
3570,810
3571,1200
3572,340
3573,499
3574,1174
3575,450
3576,1072
3577,218
3578,1034
3579,1308
3580,1129
3581,579
3582,1332
3583,1194
3584,917
3585,144
3586,1122
3587,1150
3588,1079
3589,638
3590,1004
3591,84
3592,310
3593,782
3594,1171
3595,472
3596,1083
3597,369
3598,650
3599,1331
3600,868
3601,636
3602,202
3603,306
3604,71
3605,519
3606,145
3607,1248
3608,833
3609,587
3610,382
3611,229
3612,199
3613,856
3614,216
3615,922
3616,724
3617,964
3618,39
3619,682
3620,253
3621,757
3622,1047
3623,1290
3624,947
3625,654
3626,65
3627,891
3628,958
3629,514
3630,969
3631,15
3632,942
3633,1311
3634,734
3635,1107
3636,1147
3637,229
3638,714
3639,534
3640,345
3641,527
3642,851
3643,323
3644,95
3645,1332
3646,399
3647,423
3648,835
3649,628
3650,425
3651,40
3652,509
3653,933
3654,891
3655,849
3656,450
3657,655
3658,1220
3659,530
3660,942
3661,775
3662,376
3663,905
3664,1081
3665,800
3666,443
3667,331
3668,991
3669,1181
3670,1297
3671,1179
3672,857
3673,898
3674,820
3675,794
3676,1037
3677,993
3678,833
3679,1167
3680,910
3681,1155
3682,394
3683,766
3684,1221
3685,13
3686,946
3687,432
3688,280
3689,1115
3690,481
3691,497
3692,810
3693,183
3694,1267
3695,583
3696,824
3697,561
3698,823
3699,592
3700,620
3701,107
3702,441
3703,1235
3704,1262
3705,1005
3706,902
3707,237
3708,1048
3709,397
3710,1045
3711,140
3712,1125
3713,894
3714,299
3715,362
3716,1098
3717,939
3718,884
3719,592
3720,515
3721,964
3722,1169
3723,719
3724,94
3725,46
3726,1124
3727,590
3728,138
3729,760
3730,950
3731,1317
3732,121
3733,330
3734,661
3735,532
3736,179
3737,307
3738,248
3739,897
3740,13
3741,744
3742,525
3743,146
3744,335
3745,939
3746,844
3747,944
3748,481
3749,72
3750,1259
3751,732
3752,1305
3753,846
3754,388
3755,622
3756,1113
3757,79
3758,814
3759,925
3760,319
3761,558
3762,1017
3763,538
3764,1175
3765,223
3766,381
3767,940
3768,1327
3769,1232
3770,1128
3771,127
3772,174
3773,392
3774,870
3775,941
3776,1201
3777,358
3778,234
3779,640
3780,245
3781,578
3782,448
3783,655
3784,941
3785,1046
3786,766
3787,632
3788,186
3789,264
3790,544
3791,301
3792,1322
3793,1153
3794,496
3795,294
3796,516
3797,764
3798,832
3799,920
3800,632
3801,859
3802,504
3803,277
3804,1039
3805,34
3806,61
3807,509
3808,45
3809,462
3810,242
3811,254
3812,917
3813,924
3814,55
3815,628
3816,476
3817,381
3818,207
3819,208
3820,757
3821,1158
3822,4
3823,708
3824,1087
3825,253
3826,77
3827,351
3828,195
3829,915
3830,1190
3831,965
3832,782
3833,333
3834,204
3835,700
3836,777
3837,153
3838,4
3839,276
3840,373
3841,98
3842,837
3843,614
3844,877
3845,741
3846,198
3847,695
3848,854
3849,920
3850,992
3851,431
3852,1110
3853,798
3854,707
3855,781
3856,899
3857,121
3858,587
3859,525
3860,1282
3861,1199
3862,974
3863,484
3864,1186
3865,632
3866,231
3867,715
3868,968
3869,722
3870,736
3871,964
3872,636
3873,1023
3874,455
3875,175
3876,354
3877,708
3878,1140
3879,37
3880,75
3881,639
3882,397
3883,880
3884,334
3885,632
3886,1285
3887,878
3888,954
3889,1143
3890,1043
3891,881
3892,955
3893,966
3894,649
3895,1293
3896,1285
3897,991
3898,992
3899,1126
3900,1009
3901,1044
3902,1130
3903,1116
3904,633
3905,344
3906,1012
3907,825
3908,872
3909,115
3910,1322
3911,166
3912,114
3913,1053
3914,1170
3915,1169
3916,634
3917,574
3918,741
3919,337
3920,721
3921,1009
3922,357
3923,1133
3924,1105
3925,1050
3926,858
3927,379
3928,557
3929,47
3930,797
3931,847
3932,1106
3933,98
3934,615
3935,640
3936,1308
3937,64
3938,128
3939,986
3940,467
3941,139
3942,78
3943,553
3944,903
3945,594
3946,240
3947,797
3948,24
3949,1251
3950,1201
3951,1324
3952,540
3953,875
3954,763
3955,1100
3956,295
3957,891
3958,667
3959,1284
3960,667
3961,768
3962,1302
3963,1090
3964,1165
3965,1142
3966,765
3967,499
3968,345
3969,1017
3970,1264
3971,655
3972,812
3973,45
3974,788
3975,880
3976,235
3977,1118
3978,441
3979,943
3980,195
3981,129
3982,1119
3983,433
3984,731
3985,997
3986,942
3987,638
3988,200
3989,285
3990,113
3991,1114
3992,1274
3993,299
3994,1022
3995,621
3996,777
3997,1054
3998,828
3999,1295
4000,1116
4001,1253
4002,846
4003,430
4004,1091
4005,1209
4006,305
4007,548
4008,852
4009,1286
4010,1147
4011,808
4012,422
4013,82
4014,428
4015,179
4016,587
4017,270
4018,386
4019,1127
4020,1162
4021,59
4022,715
4023,671
4024,734
4025,1101
4026,860
4027,376
4028,1297
4029,115
4030,1096
4031,1108
4032,238
4033,1038
4034,45
4035,363
4036,425
4037,921
4038,253
4039,514
4040,1013
4041,670
4042,1016
4043,1255
4044,130
4045,1169
4046,680
4047,27
4048,1178
4049,1272
4050,712
4051,633
4052,748
4053,587
4054,860
4055,216
4056,1052
4057,503
4058,1164
4059,1251
4060,302
4061,790
4062,796
4063,753
4064,1277
4065,849
4066,99
4067,707
4068,989
4069,794
4070,811
4071,555
4072,688
4073,468
4074,987
4075,584
4076,289
4077,837
4078,1016
4079,339
4080,309
4081,633
4082,255
4083,1230
4084,301
4085,775
4086,467
4087,962
4088,993
4089,713
4090,787
4091,655
4092,818
4093,1219
4094,701
4095,824
4096,251
4097,459
4098,1257
4099,530
4100,1248
4101,1004
4102,1283
4103,895
4104,1213
4105,1067
4106,1071
4107,784
4108,622
4109,688
4110,137
4111,1195
4112,222
4113,179
4114,1281
4115,211
4116,1131
4117,963
4118,293
4119,8
4120,932
4121,949
4122,965
4123,125
4124,861
4125,309
4126,464
4127,215
4128,524
4129,919
4130,243
4131,191
4132,641
4133,761
4134,162
4135,1059
4136,541
4137,831
4138,892
4139,638
4140,963
4141,579
4142,1269
4143,269
4144,461
4145,947
4146,920
4147,721
4148,453
4149,255
4150,1218
4151,1007
4152,615
4153,622
4154,258
4155,336
4156,271
4157,436
4158,731
4159,570
4160,81
4161,306
4162,1274
4163,415
4164,627
4165,534
4166,338
4167,707
4168,728
4169,440
4170,1066
4171,877
4172,512
4173,678
4174,377
4175,947
4176,1022
4177,961
4178,1199
4179,1308
4180,824
4181,363
4182,637
4183,1248
4184,414
4185,340
4186,1130
4187,1000
4188,211
4189,377
4190,1179
4191,279
4192,184
4193,161
4194,122
4195,1086
4196,875
4197,78
4198,702
4199,1314
4200,1140
4201,396
4202,1184
4203,17
4204,556
4205,98
4206,819
4207,528
4208,356
4209,341
4210,134
4211,802
4212,476
4213,630
4214,504
4215,28
4216,986
4217,1136
4218,1060
4219,650
4220,319
4221,127
4222,581
4223,1118
4224,271
4225,1121
4226,1055
4227,388
4228,518
4229,927
4230,1090
4231,40
4232,3
4233,1127
4234,965
4235,181
4236,672
4237,1080
4238,796
4239,296
4240,1287
4241,1305
4242,1068
4243,355
4244,434
4245,1314
4246,1315
4247,21
4248,1120
4249,1235
4250,759
4251,257
4252,936
4253,740
4254,385
4255,1276
4256,357
4257,403
4258,664
4259,133
4260,1189
4261,1202
4262,628
4263,722
4264,983
4265,1313
4266,1263
4267,344
4268,1323
4269,620
4270,1245
4271,697
4272,84
4273,469
4274,115
4275,881
4276,752
4277,703
4278,635
4279,347
4280,257
4281,1022
4282,390
4283,304
4284,1194
4285,540
4286,317
4287,994
4288,12
4289,1180
4290,14
4291,759
4292,772
4293,647
4294,1300
4295,295
4296,1225
4297,240
4298,968
4299,68
4300,156
4301,92
4302,287
4303,609
4304,595
4305,630
4306,816
4307,1231
4308,925
4309,764
4310,766
4311,1161
4312,1038
4313,780
4314,836
4315,769
4316,954
4317,862
4318,1286
4319,1235
4320,675
4321,500
4322,111
4323,577
4324,303
4325,377
4326,707
4327,1004
4328,542
4329,1240
4330,722
4331,962
4332,1147
4333,83
4334,270
4335,972
4336,315
4337,235
4338,1155
4339,345
4340,877
4341,249
4342,1026
4343,419
4344,948
4345,178
4346,690
4347,199
4348,856
4349,990
4350,919
4351,1094
4352,948
4353,1199
4354,134
4355,1125
4356,217
4357,1318
4358,918
4359,339
4360,1308
4361,758
4362,386
4363,368
4364,1007
4365,1286
4366,1251
4367,323
4368,617
4369,1005
4370,905
4371,1095
4372,1049
4373,626
4374,777
4375,174
4376,773
4377,1123
4378,812
4379,194
4380,350
4381,674
4382,98
4383,785
4384,827
4385,967
4386,844
4387,1093
4388,116
4389,1237
4390,619
4391,303
4392,375
4393,920
4394,1032
4395,396
4396,1313
4397,533
4398,409
4399,402
4400,635
4401,723
4402,699
4403,25
4404,917
4405,291
4406,607
4407,1092
4408,1199
4409,530
4410,48
4411,659
4412,502
4413,828
4414,755
4415,897
4416,1044
4417,9
4418,1121
4419,1323
4420,904
4421,378
4422,765
4423,626
4424,691
4425,682
4426,595
4427,1216
4428,336
4429,865
4430,1078
4431,613
4432,876
4433,192
4434,252
4435,1161
4436,213
4437,1193
4438,413
4439,1027
4440,994
4441,274
4442,7
4443,1334
4444,1239
4445,814
4446,1070
4447,1314
4448,1050
4449,567
4450,655
4451,129
4452,842
4453,455
4454,110
4455,196
4456,461
4457,195
4458,414
4459,1054
4460,443
4461,845
4462,836
4463,1071
4464,388
4465,797
4466,1310
4467,1269
4468,643
4469,373
4470,1093
4471,1087
4472,312
4473,598
4474,191
4475,755
4476,1221
4477,889
4478,545
4479,840
4480,998
4481,229
4482,1289
4483,243
4484,28
4485,399
4486,449
4487,120
4488,782
4489,1021
4490,106
4491,682
4492,894
4493,600
4494,827
4495,655
4496,396
4497,554
4498,868
4499,575
4500,135
4501,659
4502,1074
4503,1059
4504,360
4505,204
4506,1188
4507,1020
4508,402
4509,298
4510,883
4511,433
4512,158
4513,1215
4514,1010
4515,7
4516,1273
4517,938
4518,373
4519,744
4520,1158
4521,567
4522,922
4523,1228
4524,1263
4525,327
4526,143
4527,652
4528,835
4529,493
4530,57
4531,1104
4532,1218
4533,810
4534,176
4535,1299
4536,655
4537,321
4538,859
4539,309
4540,1272
4541,859
4542,49
4543,1004
4544,1158
4545,323
4546,1242
4547,554
4548,1141
4549,532
4550,406
4551,452
4552,20
4553,1172
4554,1149
4555,1221
4556,721
4557,807
4558,1258
4559,514
4560,422
4561,1194
4562,867
4563,1129
4564,1156
4565,1286
4566,844
4567,1212
4568,727
4569,91
4570,909
4571,294
4572,1011
4573,864
4574,861
4575,949
4576,394
4577,635
4578,302
4579,301
4580,817
4581,103
4582,1011
4583,999
4584,708
4585,337
4586,1245
4587,778
4588,446
4589,1201
4590,850
4591,1045
4592,870
4593,1240
4594,566
4595,708
4596,532
4597,1162
4598,48
4599,10
4600,589
4601,890
4602,36
4603,143
4604,45
4605,247
4606,568
4607,440
4608,620
4609,26
4610,426
4611,16
4612,642
4613,47
4614,13
4615,773
4616,62
4617,1081
4618,700
4619,680
4620,622
4621,1143
4622,1135
4623,881
4624,843
4625,959
4626,426
4627,1059
4628,773
4629,137
4630,932
4631,1188
4632,1325
4633,388
4634,487
4635,1092
4636,625
4637,231
4638,898
4639,227
4640,579
4641,355
4642,908
4643,837
4644,734
4645,1178
4646,382
4647,579
4648,335
4649,526
4650,846
4651,1150
4652,749
4653,392
4654,1290
4655,364
4656,105
4657,91
4658,1172
4659,1244
4660,242
4661,1127
4662,1106
4663,1299
4664,1323
4665,1218
4666,396
4667,921
4668,770
4669,997
4670,930
4671,817
4672,1156
4673,999
4674,514
4675,1255
4676,175
4677,329
4678,213
4679,1148
4680,402
4681,116
4682,157
4683,964
4684,339
4685,1283
4686,674
4687,300
4688,320
4689,821
4690,904
4691,1152
4692,640
4693,340
4694,576
4695,116
4696,987
4697,622
4698,394
4699,10
4700,1176
4701,137
4702,388
4703,46
4704,1032
4705,680
4706,154
4707,463
4708,799
4709,626
4710,1184
4711,694
4712,825
4713,1169
4714,1133
4715,102
4716,282
4717,790
4718,1114
4719,1336
4720,1218
4721,220
4722,872
4723,84
4724,946
4725,8
4726,95
4727,659
4728,598
4729,186
4730,169
4731,1189
4732,566
4733,444
4734,685
4735,632
4736,1268
4737,128
4738,522
4739,579
4740,928
4741,233
4742,876
4743,104
4744,377
4745,264
4746,243
4747,68
4748,857
4749,1162
4750,1299
4751,244
4752,705
4753,148
4754,266
4755,1290
4756,315
4757,193
4758,1045
4759,956
4760,387
4761,944
4762,868
4763,749
4764,911
4765,999
4766,231
4767,1186
4768,492
4769,872
4770,1271
4771,1088
4772,220
4773,810
4774,186
4775,750
4776,651
4777,403
4778,166
4779,840
4780,903
4781,1013
4782,918
4783,1099
4784,884
4785,514
4786,952
4787,1165
4788,1015
4789,530
4790,963
4791,1116
4792,1277
4793,494
4794,858
4795,228
4796,736
4797,897
4798,1315
4799,487
4800,1323
4801,1046
4802,1018
4803,728
4804,1309
4805,825
4806,1239
4807,280
4808,550
4809,1287
4810,491
4811,927
4812,617
4813,1004
4814,336
4815,403
4816,1208
4817,1072
4818,909
4819,1124
4820,1037
4821,337
4822,668
4823,1009
4824,229
4825,859
4826,698
4827,493
4828,765
4829,793
4830,519
4831,757
4832,855
4833,537
4834,706
4835,718
4836,651
4837,327
4838,1092
4839,846
4840,1063
4841,660
4842,1192
4843,336
4844,238
4845,829
4846,1060
4847,1020
4848,337
4849,1107
4850,193
4851,861
4852,490
4853,1143
4854,965
4855,1317
4856,89
4857,540
4858,564
4859,347
4860,295
4861,1175
4862,1218
4863,1009
4864,466
4865,892
4866,298
4867,1231
4868,835
4869,66
4870,798
4871,590
4872,320
4873,1149
4874,583
4875,325
4876,967
4877,644
4878,529
4879,965
4880,565
4881,1250
4882,699
4883,1288
4884,527
4885,409
4886,945
4887,29
4888,698
4889,951
4890,1252
4891,221
4892,448
4893,640
4894,927
4895,726
4896,919
4897,772
4898,591
4899,204
4900,274
4901,874
4902,565
4903,20
4904,14
4905,287
4906,1080
4907,437
4908,644
4909,922
4910,965
4911,2
4912,948
4913,237
4914,873
4915,803
4916,1026
4917,180
4918,535
4919,503
4920,1183
4921,1118
4922,344
4923,1310
4924,1086
4925,352
4926,451
4927,317
4928,122
4929,380
4930,809
4931,809
4932,400
4933,112
4934,606
4935,246
4936,671
4937,647
4938,166
4939,693
4940,1014
4941,1037
4942,1134
4943,1324
4944,410
4945,1291
4946,929
4947,277
4948,974
4949,76
4950,1131
4951,224
4952,1209
4953,1197
4954,583
4955,1119
4956,830
4957,1310
4958,500
4959,1194
4960,162
4961,1187
4962,19
4963,441
4964,1221
4965,194
4966,625
4967,1041
4968,80
4969,1241
4970,799
4971,1094
4972,169
4973,749
4974,102
4975,1322
4976,965
4977,1079
4978,101
4979,878
4980,1085
4981,7
4982,1138
4983,391
4984,286
4985,894
4986,276
4987,861
4988,993
4989,1095
4990,1180
4991,248
4992,1044
4993,429
4994,1030
4995,674
4996,1014
4997,621
4998,399
4999,217
5000,1229
5001,666
5002,1022
5003,148
5004,724
5005,518
5006,464
5007,667
5008,367
5009,1333
5010,1169
5011,748
5012,1317
5013,727
5014,821
5015,497
5016,659
5017,1139
5018,1125
5019,1291
5020,776
5021,354
5022,1278
5023,62
5024,3
5025,560
5026,512
5027,110
5028,317
5029,1252
5030,672
5031,551
5032,963
5033,625
5034,187
5035,605
5036,528
5037,1127
5038,1164
5039,1063
5040,1006
5041,1268
5042,25
5043,826
5044,1119
5045,1319
5046,752
5047,222
5048,1115
5049,856
5050,735
5051,360
5052,896
5053,950
5054,1275
5055,304
5056,606
5057,623
5058,170
5059,625
5060,605
5061,120
5062,222
5063,340
5064,830
5065,297
5066,141
5067,969
5068,134
5069,333
5070,243
5071,487
5072,810
5073,223
5074,1198
5075,1168
5076,923
5077,1336
5078,572
5079,1001
5080,10
5081,222
5082,695
5083,769
5084,430
5085,208
5086,930
5087,109
5088,507
5089,1312
5090,722
5091,77
5092,1222
5093,1290
5094,1312
5095,578
5096,580
5097,1121
5098,667
5099,928
5100,1018
5101,1242
5102,700
5103,408
5104,333
5105,255
5106,1071
5107,889
5108,570
5109,1035
5110,1171
5111,571
5112,637
5113,465
5114,669
5115,269
5116,335
5117,586
5118,831
5119,361
5120,442
5121,1246
5122,22
5123,1286
5124,842
5125,1065
5126,1330
5127,693
5128,262
5129,125
5130,658
5131,674
5132,888
5133,11
5134,716
5135,406
5136,768
5137,143
5138,64
5139,750
5140,596
5141,949
5142,1150
5143,940
5144,1118
5145,410
5146,672
5147,60
5148,1100
5149,1093
5150,854
5151,1211
5152,427
5153,968
5154,977
5155,1223
5156,357
5157,830
5158,766
5159,350
5160,800
5161,1180
5162,1092
5163,816
5164,1312
5165,852
5166,140
5167,785
5168,257
5169,359
5170,231
5171,647
5172,1118
5173,108
5174,1100
5175,960
5176,1015
5177,907
5178,577
5179,151
5180,998
5181,421
5182,56
5183,272
5184,437
5185,510
5186,262
5187,610
5188,162
5189,283
5190,1120
5191,1191
5192,874
5193,838
5194,184
5195,210
5196,929
5197,468
5198,200
5199,380
5200,295
5201,1256
5202,364
5203,686
5204,1069
5205,1276
5206,277
5207,894
5208,982
5209,52
5210,1104
5211,672
5212,918
5213,263
5214,796
5215,1285
5216,488
5217,757
5218,910
5219,225
5220,1269
5221,179
5222,229
5223,1239
5224,125
5225,902
5226,622
5227,408
5228,814
5229,1047
5230,359
5231,600
5232,150
5233,490
5234,1226
5235,1299
5236,1013
5237,765
5238,543
5239,832
5240,434
5241,1164
5242,1143
5243,57
5244,865
5245,511
5246,792
5247,1202
5248,193
5249,725
5250,1143
5251,1305
5252,673
5253,505
5254,78
5255,927
5256,637
5257,412
5258,937
5259,1145
5260,877
5261,239
5262,14
5263,11
5264,132
5265,485
5266,291
5267,549
5268,1136
5269,305
5270,1286
5271,1228
5272,971
5273,737
5274,853
5275,1231
5276,521
5277,343
5278,1135
5279,980
5280,1051
5281,882
5282,291
5283,246
5284,129
5285,148
5286,746
5287,981
5288,1265
5289,866
5290,444
5291,783
5292,1077
5293,114
5294,837
5295,755
5296,23
5297,987
5298,481
5299,427
5300,117
5301,733
5302,140
5303,1335
5304,196
5305,1110
5306,1179
5307,559
5308,245
5309,884
5310,301
5311,772
5312,171
5313,69
5314,253
5315,363
5316,614
5317,1196
5318,945
5319,420
5320,600
5321,83
5322,1227
5323,712
5324,998
5325,880
5326,1192
5327,701
5328,887
5329,946
5330,1327
5331,1156
5332,1125
5333,246
5334,780
5335,1301
5336,18
5337,1291
5338,63
5339,1151
5340,667
5341,206
5342,1157
5343,510
5344,1136
5345,684
5346,205
5347,972
5348,989
5349,461
5350,1095
5351,781
5352,1303
5353,1141
5354,210
5355,921
5356,464
5357,202
5358,841
5359,452
5360,714
5361,915
5362,473
5363,662
5364,613
5365,550
5366,1185
5367,739
5368,781
5369,670
5370,611
5371,728
5372,955
5373,387
5374,903
5375,17
5376,2
5377,301
5378,185
5379,455
5380,1124
5381,1173
5382,865
5383,917
5384,275
5385,452
5386,706
5387,978
5388,1064
5389,389
5390,106
5391,859
5392,870
5393,873
5394,242
5395,715
5396,233
5397,1186
5398,820
5399,295
5400,169
5401,1322
5402,318
5403,1279
5404,1154
5405,1249
5406,1318
5407,1289
5408,732
5409,123
5410,1286
5411,744
5412,1330
5413,587
5414,680
5415,1123
5416,432
5417,918
5418,1031
5419,967
5420,161
5421,1053
5422,1021
5423,1187
5424,156
5425,1048
5426,1192
5427,960
5428,625
5429,95
5430,821
5431,148
5432,191
5433,187
5434,419
5435,81
5436,828
5437,571
5438,1042
5439,868
5440,541
5441,1241
5442,1296
5443,921
5444,1044
5445,745
5446,326
5447,476
5448,155
5449,1240
5450,880
5451,948
5452,677
5453,855
5454,1287
5455,348
5456,498
5457,1299
5458,941
5459,11
5460,294
5461,1302
5462,1131
5463,786
5464,630
5465,816
5466,724
5467,304
5468,892
5469,1251
5470,644
5471,47
5472,23
5473,1138
5474,1133
5475,292
5476,306
5477,361
5478,331
5479,167
5480,1200
5481,1101
5482,542
5483,129
5484,1175
5485,814
5486,1236
5487,206
5488,98
5489,292
5490,127
5491,1271
5492,583
5493,959
5494,745
5495,443
5496,424
5497,897
5498,675
5499,580
5500,720
5501,552
5502,291
5503,448
5504,641
5505,691
5506,1245
5507,575
5508,586
5509,926
5510,508
5511,918
5512,1089
5513,204
5514,763
